OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
59114,GO-2024108157,1/15/2024 5:00:00 AM,1/4/2024 5:00:00 AM,2024,January,15,15,Monday    ,12,2024,January,4,4,Thursday  ,20,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.58679482,43.68788885,-8859561.473,5417268.623
59115,GO-2024111024,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,18,2024,January,15,15,Monday    ,18,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.59917089,43.71809627,-8860939.171,5421920.068
59116,GO-2024111746,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,20,2024,January,15,15,Monday    ,20,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.60036073,43.6853367,-8861071.623,5416875.741
59117,GO-2024111746,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,20,2024,January,15,15,Monday    ,20,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.60036073,43.6853367,-8861071.623,5416875.741
59118,GO-2024111024,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,18,2024,January,15,15,Monday    ,18,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.59917089,43.71809627,-8860939.171,5421920.068
59119,GO-2024105981,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,7,2024,January,14,14,Sunday    ,23,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,24,Black Creek (24),24,Black Creek (24),-79.52252891,43.77162038,-8852407.425,5430167.664
59120,GO-2024106291,1/15/2024 5:00:00 AM,1/10/2024 5:00:00 AM,2024,January,15,15,Monday    ,8,2024,January,10,10,Wednesday ,9,D32,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,50,Newtonbrook East (50),50,Newtonbrook East (50),-79.40862793,43.7889358,-8839728.026,5432837.398
59121,GO-2024106143,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,7,2024,January,14,14,Sunday    ,23,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.38929005,43.72060249,-8837575.343,5422306.091
59122,GO-2024112185,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,22,2024,January,15,15,Monday    ,3,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,95,Annex (95),95,Annex (95),-79.40241134,43.66945721,-8839035.998,5414431.604
59123,GO-2024109552,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,15,2024,January,15,15,Monday    ,11,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West (36),36,Newtonbrook West (36),-79.41599034,43.781633,-8840547.606,5431711.34
59124,GO-2024110761,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,19,2024,January,15,15,Monday    ,9,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,31,Yorkdale-Glen Park (31),31,Yorkdale-Glen Park (31),-79.44891131,43.71751306,-8844212.352,5421830.241
59125,GO-2024112085,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,22,2024,January,15,15,Monday    ,9,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,36,Newtonbrook West (36),36,Newtonbrook West (36),-79.41599034,43.781633,-8840547.606,5431711.34
59126,GO-2024110405,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,17,2024,January,15,15,Monday    ,17,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.1947643,43.76212339,-8815920.836,5428703.723
59127,GO-2024111546,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,20,2024,January,15,15,Monday    ,19,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,142,Woburn North (142),137,Woburn (137),-79.22539057,43.7597983,-8819330.137,5428345.351
59128,GO-2024106321,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,8,2024,January,14,14,Sunday    ,18,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,123,Cliffcrest (123),123,Cliffcrest (123),-79.22845675,43.72871589,-8819671.462,5423555.873
59129,GO-2024110050,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,16,2024,January,15,15,Monday    ,9,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),14,Islington-City Centre West (14),-79.55690959,43.61015061,-8856234.664,5405308.971
59130,GO-2024112144,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,22,2024,January,15,15,Monday    ,18,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,107,Oakwood Village (107),107,Oakwood Village (107),-79.4413738,43.68856118,-8843373.28,5417372.126
59131,GO-2024107328,1/15/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,15,15,Monday    ,10,2024,January,13,13,Saturday  ,18,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,90,Junction Area (90),90,Junction Area (90),-79.47993981,43.66980345,-8847666.428,5414484.889
59132,GO-2024109854,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,16,2024,January,15,15,Monday    ,8,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington (158),14,Islington-City Centre West (14),-79.5220179,43.64593541,-8852350.539,5410812.367
59133,GO-2024105891,1/15/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,15,15,Monday    ,7,2024,January,15,15,Monday    ,3,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,10,Princess-Rosethorn (10),10,Princess-Rosethorn (10),-79.53254869,43.66000903,-8853522.822,5412977.668
59134,GO-2024106563,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,9,2024,January,14,14,Sunday    ,19,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,85,South Parkdale (85),85,South Parkdale (85),-79.46797601,43.6349888,-8846334.624,5409128.524
59135,GO-2024106102,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,7,2024,January,14,14,Sunday    ,20,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.51568944,43.70595545,-8851646.059,5420050.3
59136,GO-2024106962,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,11,2024,January,14,14,Sunday    ,15,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington (158),14,Islington-City Centre West (14),-79.56030658,43.63922881,-8856612.816,5409780.701
59137,GO-2024105685,1/15/2024 5:00:00 AM,1/14/2024 5:00:00 AM,2024,January,15,15,Monday    ,6,2024,January,14,14,Sunday    ,20,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.52634825,43.70351816,-8852832.592,5419674.987
59138,GO-2024109473,1/15/2024 5:00:00 AM,1/13/2024 5:00:00 AM,2024,January,15,15,Monday    ,16,2024,January,13,13,Saturday  ,20,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,29,Maple Leaf (29),29,Maple Leaf (29),-79.47965054,43.72188935,-8847634.226,5422504.306
59139,GO-2024113455,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,5,2024,January,16,16,Tuesday   ,2,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.29611319,43.74555244,-8827202.943,5426149.903
59140,GO-2024116878,1/16/2024 5:00:00 AM,11/28/2023 5:00:00 AM,2024,January,16,16,Tuesday   ,14,2023,November,28,332,Tuesday   ,18,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,48,Hillcrest Village (48),48,Hillcrest Village (48),-79.35806284,43.79195734,-8834099.145,5433303.346
59141,GO-2024118668,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,18,2024,January,15,15,Monday    ,21,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,57,Broadview North (57),57,Broadview North (57),-79.35086211,43.68796619,-8833297.564,5417280.529
59142,GO-2024113518,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,6,2024,January,16,16,Tuesday   ,0,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,25,Glenfield-Jane Heights (25),25,Glenfield-Jane Heights (25),-79.50434118,43.73855442,-8850382.776,5425071.62
59143,GO-2024113920,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,7,2024,January,15,15,Monday    ,16,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,160,Mimico-Queensway (160),17,Mimico (includes Humber Bay Shores) (17),-79.48782312,43.62108256,-8848543.994,5406989.864
59144,GO-2024114096,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,7,2024,January,15,15,Monday    ,22,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,158,Islington (158),14,Islington-City Centre West (14),-79.55369729,43.63987331,-8855877.072,5409879.838
59145,GO-2024114186,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,8,2024,January,16,16,Tuesday   ,2,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,129,Agincourt North (129),129,Agincourt North (129),-79.27873652,43.81358509,-8825268.58,5436639.22
59146,GO-2024114504,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,8,2024,January,15,15,Monday    ,23,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.28399261,43.78808467,-8825853.685,5432706.15
59147,GO-2024117444,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,15,2024,January,16,16,Tuesday   ,6,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,33,Clanton Park (33),33,Clanton Park (33),-79.45010507,43.73397805,-8844345.24,5424366.542
59148,GO-2024113382,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,5,2024,January,16,16,Tuesday   ,4,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,6,Kingsview Village-The Westway (6),6,Kingsview Village-The Westway (6),-79.54409287,43.69135649,-8854807.914,5417802.463
59149,GO-2024113542,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,6,2024,January,15,15,Monday    ,21,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,1,West Humber-Clairville (1),1,West Humber-Clairville (1),-79.58729301,43.68951267,-8859616.932,5417518.605
59150,GO-2024113672,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,6,2024,January,15,15,Monday    ,6,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.4599757,43.6843695,-8845444.033,5416726.852
59151,GO-2024114178,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,8,2024,January,15,15,Monday    ,15,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,42,Banbury-Don Mills (42),42,Banbury-Don Mills (42),-79.32755233,43.72664064,-8830702.732,5423236.186
59152,GO-2024114782,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,9,2024,January,15,15,Monday    ,23,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,7,Willowridge-Martingrove-Richview (7),7,Willowridge-Martingrove-Richview (7),-79.5710105,43.67971201,-8857804.37,5416009.927
59153,GO-2024114807,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,9,2024,January,15,15,Monday    ,22,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,27,York University Heights (27),27,York University Heights (27),-79.50239081,43.76680728,-8850165.661,5429425.705
59154,GO-2024115374,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,11,2024,January,15,15,Monday    ,17,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.28608039,43.78200244,-8826086.097,5431768.302
59155,GO-2024114311,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,8,2024,January,15,15,Monday    ,22,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,74,North St.James Town (74),74,North St.James Town (74),-79.37372026,43.67132151,-8835842.121,5414718.52
59156,GO-2024113672,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,6,2024,January,15,15,Monday    ,6,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.4599757,43.6843695,-8845444.033,5416726.852
59157,GO-2024113672,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,6,2024,January,15,15,Monday    ,6,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.4599757,43.6843695,-8845444.033,5416726.852
59158,GO-2024115695,1/16/2024 5:00:00 AM,1/12/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,11,2024,January,12,12,Friday    ,20,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,146,Malvern East (146),132,Malvern (132),-79.23828007,43.79276419,-8820764.989,5433427.772
59159,GO-2024116635,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,14,2024,January,16,16,Tuesday   ,13,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,72,Regent Park (72),72,Regent Park (72),-79.36627336,43.660107,-8835013.136,5412992.742
59160,GO-2024114311,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,8,2024,January,15,15,Monday    ,22,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,74,North St.James Town (74),74,North St.James Town (74),-79.37372026,43.67132151,-8835842.121,5414718.52
59161,GO-2024113679,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,6,2024,January,16,16,Tuesday   ,5,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.40475224,43.70185161,-8839296.586,5419418.366
59162,GO-2024113991,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,7,2024,January,16,16,Tuesday   ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,99,Mount Pleasant East (99),99,Mount Pleasant East (99),-79.38403547,43.70432284,-8836990.406,5419798.896
59163,GO-2024119148,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,19,2024,January,16,16,Tuesday   ,5,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,113,Weston (113),113,Weston (113),-79.50895125,43.69937606,-8850895.967,5419037.188
59164,GO-2024118962,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,19,2024,January,15,15,Monday    ,3,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,144,Morningside Heights (144),131,Rouge (131),-79.19905467,43.80029009,-8816398.437,5434588.45
59165,GO-2024117154,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,15,2024,January,16,16,Tuesday   ,4,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,35,Westminster-Branson (35),35,Westminster-Branson (35),-79.44580721,43.77260719,-8843866.804,5430319.793
59166,GO-2024116341,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,13,2024,January,15,15,Monday    ,23,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,33,Clanton Park (33),33,Clanton Park (33),-79.43732413,43.75078717,-8842922.472,5426956.573
59167,GO-2024116639,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,16,2024,January,15,15,Monday    ,22,D32,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,151,Yonge-Doris (151),51,Willowdale East (51),-79.41137799,43.76326499,-8840034.162,5428879.686
59168,GO-2024117444,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,15,2024,January,16,16,Tuesday   ,6,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,33,Clanton Park (33),33,Clanton Park (33),-79.45010507,43.73397805,-8844345.24,5424366.542
59169,GO-2024119046,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,19,2024,January,16,16,Tuesday   ,18,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,31,Yorkdale-Glen Park (31),31,Yorkdale-Glen Park (31),-79.45561381,43.71827906,-8844958.47,5421948.222
59170,GO-2024113676,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,6,2024,January,15,15,Monday    ,20,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,138,Eglinton East (138),138,Eglinton East (138),-79.25989532,43.73576888,-8823171.188,5424642.448
59171,GO-2024115173,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,10,2024,January,15,15,Monday    ,22,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,44,Flemingdon Park (44),44,Flemingdon Park (44),-79.33417003,43.71498766,-8831439.41,5421441.286
59172,GO-2024118668,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,18,2024,January,15,15,Monday    ,21,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,57,Broadview North (57),57,Broadview North (57),-79.35086211,43.68796619,-8833297.564,5417280.529
59173,GO-2024115031,1/16/2024 5:00:00 AM,1/15/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,10,2024,January,15,15,Monday    ,18,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,168,Downtown Yonge East (168),75,Church-Yonge Corridor (75),-79.37644725,43.65482919,-8836145.689,5412180.663
59174,GO-2024116878,1/16/2024 5:00:00 AM,11/28/2023 5:00:00 AM,2024,January,16,16,Tuesday   ,14,2023,November,28,332,Tuesday   ,18,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,48,Hillcrest Village (48),48,Hillcrest Village (48),-79.35806284,43.79195734,-8834099.145,5433303.346
59175,GO-2024120568,1/16/2024 5:00:00 AM,1/16/2024 5:00:00 AM,2024,January,16,16,Tuesday   ,23,2024,January,16,16,Tuesday   ,23,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,150,Fenside-Parkwoods (150),45,Parkwoods-Donalda (45),-79.32599327,43.76831432,-8830529.177,5429658.016
